"BU_DESC__c","BU_ID__c","Code_Indexing__c","COUNTRY_ID__c","COUNTRY__c","GM_DESC__c","GM_ID__c","Id","MARKET_DESC__c","MARKET_ID__c","Name","OwnerId","Product_Id__c","Product_Name__c","RHMS_Vertical_Id__c","SBU1_DESC__c","SBU1_ID__c","SBU2_DESC__c","SBU2_ID__c","STATE_ID__c","SUBVERTICAL_DESC__c","SUBVERTICAL_ID__c","VERTICAL_DESC__c","VERTICAL_ID__c"
"","","FRA||EU","FRA","France","","","a0h0q000004KjdrAAC","","","Eure","0050q0000036HRvAAM","","","","","","","","EU","","","",""
"","","NLD||EU","NLD","Netherlands","","","a0h0q000004KjdsAAC","","","Etten-Leur","0050q0000036HRvAAM","","","","","","","","EU","","","",""
"","","NLD||EV","NLD","Netherlands","","","a0h0q000004KjdtAAC","","","Binnenmaas","0050q0000036HRvAAM","","","","","","","","EV","","","",""
"","","PRT||EV","PRT","Portugal","","","a0h0q000004KjduAAC","","","Ã‰vora","0050q0000036HRvAAM","","","","","","","","EV","","","",""
"","","NLD||EW","NLD","Netherlands","","","a0h0q000004KjdvAAC","","","Bladel En Netersel","0050q0000036HRvAAM","","","","","","","","EW","","","",""
"","","ESP||EX","ESP","Spain","","","a0h0q000004KjdwAAC","","","Extremadura","0050q0000036HRvAAM","","","","","","","","EX","","","",""
"","","GBR||EX","GBR","United Kingdom","","","a0h0q000004KjdxAAC","","","Essex","0050q0000036HRvAAM","","","","","","","","EX","","","",""
"","","NLD||EX","NLD","Netherlands","","","a0h0q000004KjdyAAC","","","Blaricum","0050q0000036HRvAAM","","","","","","","","EX","","","",""
"","","GBR||EY","GBR","United Kingdom","","","a0h0q000004KjdzAAC","","","East Riding of Yorkshire","0050q0000036HRvAAM","","","","","","","","EY","","","",""
"","","NLD||EY","NLD","Netherlands","","","a0h0q000004Kje0AAC","","","Bleiswijk","0050q0000036HRvAAM","","","","","","","","EY","","","",""
"","","NLD||EZ","NLD","Netherlands","","","a0h0q000004Kje1AAC","","","Bloemendaal","0050q0000036HRvAAM","","","","","","","","EZ","","","",""
"","","TUR||EZ","TUR","Turkey","","","a0h0q000004Kje2AAC","","","Erzurum","0050q0000036HRvAAM","","","","","","","","EZ","","","",""
"","","GBR||FA","GBR","United Kingdom","","","a0h0q000004Kje3AAC","","","Falkirk","0050q0000036HRvAAM","","","","","","","","FA","","","",""
"","","NLD||FA","NLD","Netherlands","","","a0h0q000004Kje4AAC","","","Ferwerderadeel","0050q0000036HRvAAM","","","","","","","","FA","","","",""
"","","PAK||FA","PAK","Pakistan","","","a0h0q000004Kje5AAC","","","FederalyAdministeredTribalArea","0050q0000036HRvAAM","","","","","","","","FA","","","",""
"","","PRT||FA","PRT","Portugal","","","a0h0q000004Kje6AAC","","","Faro","0050q0000036HRvAAM","","","","","","","","FA","","","",""
"","","UZB||FA","UZB","Uzbekistan","","","a0h0q000004Kje7AAC","","","Fergana","0050q0000036HRvAAM","","","","","","","","FA","","","",""
"","","VEN||FA","VEN","Venezuela","","","a0h0q000004Kje8AAC","","","Falcon","0050q0000036HRvAAM","","","","","","","","FA","","","",""
"","","BIH||FB","BIH","Bosnia and Herzegovina","","","a0h0q000004Kje9AAC","","","Federation of Bosnia and Herze","0050q0000036HRvAAM","","","","","","","","FB","","","",""
"","","NLD||FB","NLD","Netherlands","","","a0h0q000004KjeAAAS","","","Fijnaart En Heijningen","0050q0000036HRvAAM","","","","","","","","FB","","","",""
"","","NGA||FC","NGA","Nigeria","","","a0h0q000004KjeBAAS","","","Federal Capital Territory","0050q0000036HRvAAM","","","","","","","","FC","","","",""
"","","NLD||FC","NLD","Netherlands","","","a0h0q000004KjeCAAS","","","Franekeradeel","0050q0000036HRvAAM","","","","","","","","FC","","","",""
"","","PAK||FC","PAK","Pakistan","","","a0h0q000004KjeDAAS","","","Federal Capital Territory","0050q0000036HRvAAM","","","","","","","","FC","","","",""
"","","TWN||FC","TWN","Taiwan","","","a0h0q000004KjeEAAS","","","Fu-chien","0050q0000036HRvAAM","","","","","","","","FC","","","",""
"","","USA||FC","USA","United States","","","a0h0q000004KjeFAAS","","","Foreign Country","0050q0000036HRvAAM","","","","","","","","FC","","","",""
"","","USA||FD","USA","United States","","","a0h0q000004KjeGAAS","","","Federal","0050q0000036HRvAAM","","","","","","","","FD","","","",""
"","","GBR||FE","GBR","United Kingdom","","","a0h0q000004KjeHAAS","","","Fermanagh","0050q0000036HRvAAM","","","","","","","","FE","","","",""
"","","HUN||FE","HUN","Hungary","","","a0h0q000004KjeIAAS","","","FejÃ©r","0050q0000036HRvAAM","","","","","","","","FE","","","",""
"","","IRL||FE","IRL","Ireland","","","a0h0q000004KjeJAAS","","","Fermanagh","0050q0000036HRvAAM","","","","","","","","FE","","","",""
"","","ITA||FE","ITA","Italy","","","a0h0q000004KjeKAAS","","","Ferrara","0050q0000036HRvAAM","","","","","","","","FE","","","",""
"","","NLD||FE","NLD","Netherlands","","","a0h0q000004KjeLAAS","","","Boarnsterhim","0050q0000036HRvAAM","","","","","","","","FE","","","",""
"","","NLD||FF","NLD","Netherlands","","","a0h0q000004KjeMAAS","","","Bodegraven","0050q0000036HRvAAM","","","","","","","","FF","","","",""
"","","ITA||FG","ITA","Italy","","","a0h0q000004KjeNAAS","","","Foggia","0050q0000036HRvAAM","","","","","","","","FG","","","",""
"","","NLD||FG","NLD","Netherlands","","","a0h0q000004KjeOAAS","","","Boekel","0050q0000036HRvAAM","","","","","","","","FG","","","",""
"","","NLD||FH","NLD","Netherlands","","","a0h0q000004KjePAAS","","","Bolsward","0050q0000036HRvAAM","","","","","","","","FH","","","",""
"","","FRA||FI","FRA","France","","","a0h0q000004KjeQAAS","","","Finistere","0050q0000036HRvAAM","","","","","","","","FI","","","",""
"","","GBR||FI","GBR","United Kingdom","","","a0h0q000004KjeRAAS","","","Fife Region","0050q0000036HRvAAM","","","","","","","","FI","","","",""
"","","ITA||FI","ITA","Italy","","","a0h0q000004KjeSAAS","","","Firenze","0050q0000036HRvAAM","","","","","","","","FI","","","",""
"","","NLD||FI","NLD","Netherlands","","","a0h0q000004KjeTAAS","","","Borculo","0050q0000036HRvAAM","","","","","","","","FI","","","",""
"","","NOR||FI","NOR","Norway","","","a0h0q000004KjeUAAS","","","Finnmark","0050q0000036HRvAAM","","","","","","","","FI","","","",""
"","","FJI||FJ","FJI","Fiji","","","a0h0q000004KjeVAAS","","","Fiji","0050q0000036HRvAAM","","","","","","","","FJ","","","",""
"","","NLD||FJ","NLD","Netherlands","","","a0h0q000004KjeWAAS","","","Borger","0050q0000036HRvAAM","","","","","","","","FJ","","","",""
"","","JPN||FK","JPN","Japan","","","a0h0q000004KjeXAAS","","","Fukuoka-Ken","0050q0000036HRvAAM","","","","","","","","FK","","","",""
"","","NLD||FK","NLD","Netherlands","","","a0h0q000004KjeYAAS","","","Born","0050q0000036HRvAAM","","","","","","","","FK","","","",""
"","","BEL||FL","BEL","Belgium","","","a0h0q000004KjeZAAS","","","Flemish Brabant","0050q0000036HRvAAM","","","","","","","","FL","","","",""
"","","NLD||FL","NLD","Netherlands","","","a0h0q000004KjeaAAC","","","Flevoland","0050q0000036HRvAAM","","","","","","","","FL","","","",""
"","","USA||FL","USA","United States","","","a0h0q000004KjebAAC","","","Florida","0050q0000036HRvAAM","","","","","","","","FL","","","",""
"","","HND||FM","HND","Honduras","","","a0h0q000004KjecAAC","","","Francisco MorazÃ¡n","0050q0000036HRvAAM","","","","","","","","FM","","","",""
"","","NLD||FM","NLD","Netherlands","","","a0h0q000004KjedAAC","","","Borne","0050q0000036HRvAAM","","","","","","","","FM","","","",""
"","","NLD||FN","NLD","Netherlands","","","a0h0q000004KjeeAAC","","","Borsele","0050q0000036HRvAAM","","","","","","","","FN","","","",""
"","","ARG||FO","ARG","Argentina","","","a0h0q000004KjefAAC","","","Formosa","0050q0000036HRvAAM","","","","","","","","FO","","","",""
"","","ITA||FO","ITA","Italy","","","a0h0q000004KjegAAC","","","Forli","0050q0000036HRvAAM","","","","","","","","FO","","","",""
"","","NLD||FO","NLD","Netherlands","","","a0h0q000004KjehAAC","","","Boskoop","0050q0000036HRvAAM","","","","","","","","FO","","","",""
"","","NLD||FP","NLD","Netherlands","","","a0h0q000004KjeiAAC","","","Boxmeer","0050q0000036HRvAAM","","","","","","","","FP","","","",""
"","","NLD||FQ","NLD","Netherlands","","","a0h0q000004KjejAAC","","","Boxtel","0050q0000036HRvAAM","","","","","","","","FQ","","","",""
"","","CHE||FR","CHE","Switzerland","","","a0h0q000004KjekAAC","","","Fribourg","0050q0000036HRvAAM","","","","","","","","FR","","","",""
"","","FRA||FR","FRA","France","","","a0h0q000004KjelAAC","","","Franche-ComtÃ©","0050q0000036HRvAAM","","","","","","","","FR","","","",""
"","","ITA||FR","ITA","Italy","","","a0h0q000004KjemAAC","","","Frosinone","0050q0000036HRvAAM","","","","","","","","FR","","","",""
"","","NLD||FR","NLD","Netherlands","","","a0h0q000004KjenAAC","","","Friesland","0050q0000036HRvAAM","","","","","","","","FR","","","",""
"","","JPN||FS","JPN","Japan","","","a0h0q000004KjeoAAC","","","Fukushima-Ken","0050q0000036HRvAAM","","","","","","","","FS","","","",""
"","","NLD||FS","NLD","Netherlands","","","a0h0q000004KjepAAC","","","Brakel","0050q0000036HRvAAM","","","","","","","","FS","","","",""
"","","ZAF||FS","ZAF","South Africa","","","a0h0q000004KjeqAAC","","","Orange Free State","0050q0000036HRvAAM","","","","","","","","FS","","","",""
"","","NLD||FT","NLD","Netherlands","","","a0h0q000004KjerAAC","","","Breda","0050q0000036HRvAAM","","","","","","","","FT","","","",""
"","","ARE||FU","ARE","United Arab Emirates","","","a0h0q000004KjesAAC","","","Al Fujayrah","0050q0000036HRvAAM","","","","","","","","FU","","","",""
"","","CHN||FU","CHN","China","","","a0h0q000004KjetAAC","","","Fujian","0050q0000036HRvAAM","","","","","","","","FU","","","",""
"","","JPN||FU","JPN","Japan","","","a0h0q000004KjeuAAC","","","Fukui-Ken","0050q0000036HRvAAM","","","","","","","","FU","","","",""
"","","NLD||FU","NLD","Netherlands","","","a0h0q000004KjevAAC","","","Brederwiede","0050q0000036HRvAAM","","","","","","","","FU","","","",""
"","","ITA||FV","ITA","Italy","","","a0h0q000004KjewAAC","","","Friuli-Venezia Giulia","0050q0000036HRvAAM","","","","","","","","FV","","","",""
"","","NLD||FV","NLD","Netherlands","","","a0h0q000004KjexAAC","","","Breukelen","0050q0000036HRvAAM","","","","","","","","FV","","","",""
"","","NLD||FW","NLD","Netherlands","","","a0h0q000004KjeyAAC","","","Brielle","0050q0000036HRvAAM","","","","","","","","FW","","","",""
"","","NLD||FX","NLD","Netherlands","","","a0h0q000004KjezAAC","","","Broekhuizen","0050q0000036HRvAAM","","","","","","","","FX","","","",""
"","","NLD||FY","NLD","Netherlands","","","a0h0q000004Kjf0AAC","","","Brouwershaven","0050q0000036HRvAAM","","","","","","","","FY","","","",""
"","","NLD||FZ","NLD","Netherlands","","","a0h0q000004Kjf1AAC","","","Bruinisse","0050q0000036HRvAAM","","","","","","","","FZ","","","",""
"","","BGR||GA","BGR","Bulgaria","","","a0h0q000004Kjf2AAC","","","Gabrovo","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","CHE||GA","CHE","Switzerland","","","a0h0q000004Kjf3AAC","","","GraubÃ¼nden","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","CHN||GA","CHN","China","","","a0h0q000004Kjf4AAC","","","Gansu","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","ESP||GA","ESP","Spain","","","a0h0q000004Kjf5AAC","","","Galicia","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","FRA||GA","FRA","France","","","a0h0q000004Kjf6AAC","","","Gard","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","IND||GA","IND","India","","","a0h0q000004Kjf7AAC","","","Goa","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","IRL||GA","IRL","Ireland","","","a0h0q000004Kjf8AAC","","","Galway","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","NLD||GA","NLD","Netherlands","","","a0h0q000004Kjf9AAC","","","Gaasterlan-Sleat","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","SWE||GA","SWE","Sweden","","","a0h0q000004KjfAAAS","","","GÃ¤vleborg","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","TUR||GA","TUR","Turkey","","","a0h0q000004KjfBAAS","","","Gaziantep","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","USA||GA","USA","United States","","","a0h0q000004KjfCAAS","","","Georgia","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","ZAF||GA","ZAF","South Africa","","","a0h0q000004KjfDAAS","","","Gauteng","0050q0000036HRvAAM","","","","","","","","GA","","","",""
"","","NLD||GB","NLD","Netherlands","","","a0h0q000004KjfEAAS","","","Gasselte","0050q0000036HRvAAM","","","","","","","","GB","","","",""
"","","GBR||GC","GBR","United Kingdom","","","a0h0q000004KjfFAAS","","","Glasgow City","0050q0000036HRvAAM","","","","","","","","GC","","","",""
"","","NLD||GC","NLD","Netherlands","","","a0h0q000004KjfGAAS","","","Geertruidenberg","0050q0000036HRvAAM","","","","","","","","GC","","","",""
"","","ESP||GD","ESP","Spain","","","a0h0q000004KjfHAAS","","","Granada","0050q0000036HRvAAM","","","","","","","","GD","","","",""
"","","NLD||GD","NLD","Netherlands","","","a0h0q000004KjfIAAS","","","Gelderland","0050q0000036HRvAAM","","","","","","","","GD","","","",""
"","","CHE||GE","CHE","Switzerland","","","a0h0q000004KjfJAAS","","","Geneva","0050q0000036HRvAAM","","","","","","","","GE","","","",""
"","","FRA||GE","FRA","France","","","a0h0q000004KjfKAAS","","","Gers","0050q0000036HRvAAM","","","","","","","","GE","","","",""
"","","GEO||GE","GEO","Georgia","","","a0h0q000004KjfLAAS","","","Georgia","0050q0000036HRvAAM","","","","","","","","GE","","","",""
"","","ITA||GE","ITA","Italy","","","a0h0q000004KjfMAAS","","","Genova","0050q0000036HRvAAM","","","","","","","","GE","","","",""
"","","NLD||GE","NLD","Netherlands","","","a0h0q000004KjfNAAS","","","Geldermalsen","0050q0000036HRvAAM","","","","","","","","GE","","","",""
"","","NLD||GF","NLD","Netherlands","","","a0h0q000004KjfOAAS","","","Geldrop","0050q0000036HRvAAM","","","","","","","","GF","","","",""
"","","USA||GF","USA","United States","","","a0h0q000004KjfPAAS","","","Guam Federal","0050q0000036HRvAAM","","","","","","","","GF","","","",""
"","","NLD||GG","NLD","Netherlands","","","a0h0q000004KjfQAAS","","","Geleen","0050q0000036HRvAAM","","","","","","","","GG","","","",""
"","","EGY||GH","EGY","Egypt","","","a0h0q000004KjfRAAS","","","Al Gharbiyah","0050q0000036HRvAAM","","","","","","","","GH","","","",""
"","","GHA||GH","GHA","Ghana","","","a0h0q000004KjfSAAS","","","Ghana","0050q0000036HRvAAM","","","","","","","","GH","","","",""
"","","NLD||GH","NLD","Netherlands","","","a0h0q000004KjfTAAS","","","Gemert","0050q0000036HRvAAM","","","","","","","","GH","","","",""
"","","CHN||GI","CHN","China","","","a0h0q000004KjfUAAS","","","Guizhou","0050q0000036HRvAAM","","","","","","","","GI","","","",""
"","","FRA||GI","FRA","France","","","a0h0q000004KjfVAAS","","","Gironde","0050q0000036HRvAAM","","","","","","","","GI","","","",""
"","","JPN||GI","JPN","Japan","","","a0h0q000004KjfWAAS","","","Gifu-Ken","0050q0000036HRvAAM","","","","","","","","GI","","","",""
"","","NLD||GI","NLD","Netherlands","","","a0h0q000004KjfXAAS","","","Gendringen","0050q0000036HRvAAM","","","","","","","","GI","","","",""
"","","NZL||GI","NZL","New Zealand","","","a0h0q000004KjfYAAS","","","Gisborne","0050q0000036HRvAAM","","","","","","","","GI","","","",""
"","","TUR||GI","TUR","Turkey","","","a0h0q000004KjfZAAS","","","Giresun","0050q0000036HRvAAM","","","","","","","","GI","","","",""
"","","IND||GJ","IND","India","","","a0h0q000004KjfaAAC","","","Gujarat","0050q0000036HRvAAM","","","","","","","","GJ","","","",""
"","","NLD||GJ","NLD","Netherlands","","","a0h0q000004KjfbAAC","","","Gendt","0050q0000036HRvAAM","","","","","","","","GJ","","","",""
"","","ROU||GJ","ROU","Romania","","","a0h0q000004KjfcAAC","","","Gorj","0050q0000036HRvAAM","","","","","","","","GJ","","","",""
"","","NLD||GK","NLD","Netherlands","","","a0h0q000004KjfdAAC","","","Genemuiden","0050q0000036HRvAAM","","","","","","","","GK","","","",""
"","","CHE||GL","CHE","Switzerland","","","a0h0q000004KjfeAAC","","","Glarus","0050q0000036HRvAAM","","","","","","","","GL","","","",""
"","","GBR||GL","GBR","United Kingdom","","","a0h0q000004KjffAAC","","","Glamorgan","0050q0000036HRvAAM","","","","","","","","GL","","","",""
"","","NLD||GL","NLD","Netherlands","","","a0h0q000004KjfgAAC","","","Gennep","0050q0000036HRvAAM","","","","","","","","GL","","","",""
"","","ROU||GL","ROU","Romania","","","a0h0q000004KjfhAAC","","","Galati","0050q0000036HRvAAM","","","","","","","","GL","","","",""
"","","VNM||GL","VNM","Viet Nam","","","a0h0q000004KjfiAAC","","","Gia Lai","0050q0000036HRvAAM","","","","","","","","GL","","","",""
"","","GBR||GM","GBR","United Kingdom","","","a0h0q000004KjfjAAC","","","Greater Manchester","0050q0000036HRvAAM","","","","","","","","GM","","","",""
"","","NLD||GM","NLD","Netherlands","","","a0h0q000004KjfkAAC","","","Giessenlanden","0050q0000036HRvAAM","","","","","","","","GM","","","",""
"","","CHN||GN","CHN","China","","","a0h0q000004KjflAAC","","","Guangxi","0050q0000036HRvAAM","","","","","","","","GN","","","",""
"","","NLD||GN","NLD","Netherlands","","","a0h0q000004KjfmAAC","","","Gieten","0050q0000036HRvAAM","","","","","","","","GN","","","",""
"","","BRA||GO","BRA","Brazil","","","a0h0q000004KjfnAAC","","","Goias","0050q0000036HRvAAM","","","","","","","","GO","","","",""
"","","GBR||GO","GBR","United Kingdom","","","a0h0q000004KjfoAAC","","","Gloucestershire","0050q0000036HRvAAM","","","","","","","","GO","","","",""
"","","ITA||GO","ITA","Italy","","","a0h0q000004KjfpAAC","","","Gorizia","0050q0000036HRvAAM","","","","","","","","GO","","","",""
"","","NLD||GO","NLD","Netherlands","","","a0h0q000004KjfqAAC","","","Gilze En Rijen","0050q0000036HRvAAM","","","","","","","","GO","","","",""
"","","SWE||GO","SWE","Sweden","","","a0h0q000004KjfrAAC","","","Gotland","0050q0000036HRvAAM","","","","","","","","GO","","","",""
"","","ESP||GP","ESP","Spain","","","a0h0q000004KjfsAAC","","","Guipuzcoa","0050q0000036HRvAAM","","","","","","","","GP","","","",""
"","","NLD||GP","NLD","Netherlands","","","a0h0q000004KjftAAC","","","Goedereede","0050q0000036HRvAAM","","","","","","","","GP","","","",""
"","","GNQ||GQ","GNQ","Equatorial Guinea","","","a0h0q000004KjfuAAC","","","Equatorial Guinea","0050q0000036HRvAAM","","","","","","","","GQ","","","",""
"","","NLD||GQ","NLD","Netherlands","","","a0h0q000004KjfvAAC","","","Goes","0050q0000036HRvAAM","","","","","","","","GQ","","","",""
"","","CHE||GR","CHE","Switzerland","","","a0h0q000004KjfwAAC","","","Grisons","0050q0000036HRvAAM","","","","","","","","GR","","","",""
"","","CYP||GR","CYP","Cyprus","","","a0h0q000004KjfxAAC","","","Cyprus, Republic of","0050q0000036HRvAAM","","","","","","","","GR","","","",""
"","","ESP||GR","ESP","Spain","","","a0h0q000004KjfyAAC","","","Gerona","0050q0000036HRvAAM","","","","","","","","GR","","","",""
"","","GBR||GR","GBR","United Kingdom","","","a0h0q000004KjfzAAC","","","Grampian Region","0050q0000036HRvAAM","","","","","","","","GR","","","",""
"","","GRD||GR","GRD","Grenada","","","a0h0q000004Kjg0AAC","","","Grenada","0050q0000036HRvAAM","","","","","","","","GR","","","",""
"","","ITA||GR","ITA","Italy","","","a0h0q000004Kjg1AAC","","","Grosseto","0050q0000036HRvAAM","","","","","","","","GR","","","",""
"","","JEY||GR","JEY","Jersey","","","a0h0q000004Kjg2AAC","","","Grouville","0050q0000036HRvAAM","","","","","","","","GR","","","",""
"","","MEX||GR","MEX","Mexico","","","a0h0q000004Kjg3AAC","","","Guerrero","0050q0000036HRvAAM","","","","","","","","GR","","","",""
"","","NLD||GR","NLD","Netherlands","","","a0h0q000004Kjg4AAC","","","Goirle","0050q0000036HRvAAM","","","","","","","","GR","","","",""
"","","HUN||GS","HUN","Hungary","","","a0h0q000004Kjg5AAC","","","GyÃµr-Moson-Sopron","0050q0000036HRvAAM","","","","","","","","GS","","","",""
"","","NLD||GS","NLD","Netherlands","","","a0h0q000004Kjg6AAC","","","Goor","0050q0000036HRvAAM","","","","","","","","GS","","","",""
"","","GBR||GT","GBR","United Kingdom","","","a0h0q000004Kjg7AAC","","","Greater London","0050q0000036HRvAAM","","","","","","","","GT","","","",""
"","","GTM||GT","GTM","Guatemala","","","a0h0q000004Kjg8AAC","","","Guatemala","0050q0000036HRvAAM","","","","","","","","GT","","","",""
"","","MEX||GT","MEX","Mexico","","","a0h0q000004Kjg9AAC","","","Guanajuato","0050q0000036HRvAAM","","","","","","","","GT","","","",""
"","","NLD||GT","NLD","Netherlands","","","a0h0q000004KjgAAAS","","","Gorinchem","0050q0000036HRvAAM","","","","","","","","GT","","","",""
"","","CHN||44","CHN","China","","","a0h0q000004KjgBAAS","","","Guangdong","0050q0000036HRvAAM","","","","","","","","44","","","",""
"","","CRI||GU","CRI","Costa Rica","","","a0h0q000004KjgCAAS","","","Guanacaste","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","ECU||GU","ECU","Ecuador","","","a0h0q000004KjgDAAS","","","Guayas","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","ESP||GU","ESP","Spain","","","a0h0q000004KjgEAAS","","","Guadalajara","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","FRA||GU","FRA","France","","","a0h0q000004KjgFAAS","","","Guadeloupe","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","GTM||GU","GTM","Guatemala","","","a0h0q000004KjgGAAS","","","Guatemala","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","JPN||GU","JPN","Japan","","","a0h0q000004KjgHAAS","","","Gunma-Ken","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","NLD||GU","NLD","Netherlands","","","a0h0q000004KjgIAAS","","","Gorredijk (Friesland)","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","PHL||GU","PHL","Philippines","","","a0h0q000004KjgJAAS","","","Guimaras","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","TUR||GU","TUR","Turkey","","","a0h0q000004KjgKAAS","","","GÃ¼mÃ¼shane","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","USA||GU","USA","United States","","","a0h0q000004KjgLAAS","","","Guam","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","VEN||GU","VEN","Venezuela","","","a0h0q000004KjgMAAS","","","Guarico","0050q0000036HRvAAM","","","","","","","","GU","","","",""
"","","NLD||GV","NLD","Netherlands","","","a0h0q000004KjgNAAS","","","Gorssel","0050q0000036HRvAAM","","","","","","","","GV","","","",""
"","","GBR||GW","GBR","United Kingdom","","","a0h0q000004KjgOAAS","","","Gwent","0050q0000036HRvAAM","","","","","","","","GW","","","",""
"","","KOR||GW","KOR","Korea, Republic of","","","a0h0q000004KjgPAAS","","","Gwangju","0050q0000036HRvAAM","","","","","","","","GW","","","",""
"","","NLD||GW","NLD","Netherlands","","","a0h0q000004KjgQAAS","","","Gouda","0050q0000036HRvAAM","","","","","","","","GW","","","",""
"","","NLD||GX","NLD","Netherlands","","","a0h0q000004KjgRAAS","","","Graafstroom","0050q0000036HRvAAM","","","","","","","","GX","","","",""
"","","FRA||GY","FRA","France","","","a0h0q000004KjgSAAS","","","Guyane","0050q0000036HRvAAM","","","","","","","","GY","","","",""
"","","GBR||GY","GBR","United Kingdom","","","a0h0q000004KjgTAAS","","","Gwynedd","0050q0000036HRvAAM","","","","","","","","GY","","","",""
"","","KOR||GY","KOR","Korea, Republic of","","","a0h0q000004KjgUAAS","","","Gyeonggi-do","0050q0000036HRvAAM","","","","","","","","GY","","","",""
"","","NLD||GY","NLD","Netherlands","","","a0h0q000004KjgVAAS","","","Graft-De Rijp","0050q0000036HRvAAM","","","","","","","","GY","","","",""
"","","EGY||GZ","EGY","Egypt","","","a0h0q000004KjgWAAS","","","Al Jizah","0050q0000036HRvAAM","","","","","","","","GZ","","","",""
"","","NLD||GZ","NLD","Netherlands","","","a0h0q000004KjgXAAS","","","Gramsbergen","0050q0000036HRvAAM","","","","","","","","GZ","","","",""
"","","BEL||HA","BEL","Belgium","","","a0h0q000004KjgYAAS","","","Hainaut","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","CHN||HA","CHN","China","","","a0h0q000004KjgZAAS","","","Hainan","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","EST||HA","EST","Estonia","","","a0h0q000004KjgaAAC","","","Harju","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","FRA||HA","FRA","France","","","a0h0q000004KjgbAAC","","","Haut Rhin","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","GBR||HA","GBR","United Kingdom","","","a0h0q000004KjgcAAC","","","Hampshire","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","ISR||HA","ISR","Israel","","","a0h0q000004KjgdAAC","","","Haifa","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","NLD||HA","NLD","Netherlands","","","a0h0q000004KjgeAAC","","","Haaksbergen","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","SWE||HA","SWE","Sweden","","","a0h0q000004KjgfAAC","","","Halland","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","TUR||HA","TUR","Turkey","","","a0h0q000004KjggAAC","","","HakkÃ¢ri","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","VNM||HA","VNM","Viet Nam","","","a0h0q000004KjghAAC","","","Ha Tinh","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","ZWE||HA","ZWE","Zimbabwe","","","a0h0q000004KjgiAAC","","","Harare","0050q0000036HRvAAM","","","","","","","","HA","","","",""
"","","DEU||HB","DEU","Germany","","","a0h0q000004KjgjAAC","","","Bremen","0050q0000036HRvAAM","","","","","","","","HB","","","",""
"","","HUN||HB","HUN","Hungary","","","a0h0q000004KjgkAAC","","","HajdÃº-Bihar","0050q0000036HRvAAM","","","","","","","","HB","","","",""
"","","NLD||HB","NLD","Netherlands","","","a0h0q000004KjglAAC","","","Haaren","0050q0000036HRvAAM","","","","","","","","HB","","","",""
"","","PRK||HB","PRK","Korea, Democratic People's Rep","","","a0h0q000004KjgmAAC","","","Hamgyong-bukto","0050q0000036HRvAAM","","","","","","","","HB","","","",""
"","","VNM||HB","VNM","Viet Nam","","","a0h0q000004KjgnAAC","","","Ha Bac","0050q0000036HRvAAM","","","","","","","","HB","","","",""
"","","NLD||HC","NLD","Netherlands","","","a0h0q000004KjgoAAC","","","Haarlem","0050q0000036HRvAAM","","","","","","","","HC","","","",""
"","","PER||HC","PER","Peru","","","a0h0q000004KjgpAAC","","","HuÃ¡nuco","0050q0000036HRvAAM","","","","","","","","HC","","","",""
"","","VNM||HC","VNM","Viet Nam","","","a0h0q000004KjgqAAC","","","Ho Chi Minh (Province)","0050q0000036HRvAAM","","","","","","","","HC","","","",""
"","","FRA||HD","FRA","France","","","a0h0q000004KjgrAAC","","","Hauts de Seine","0050q0000036HRvAAM","","","","","","","","HD","","","",""
