"BU_DESC__c","BU_ID__c","Code_Indexing__c","COUNTRY_ID__c","COUNTRY__c","GM_DESC__c","GM_ID__c","Id","MARKET_DESC__c","MARKET_ID__c","Name","OwnerId","Product_Id__c","Product_Name__c","RHMS_Vertical_Id__c","SBU1_DESC__c","SBU1_ID__c","SBU2_DESC__c","SBU2_ID__c","STATE_ID__c","SUBVERTICAL_DESC__c","SUBVERTICAL_ID__c","VERTICAL_DESC__c","VERTICAL_ID__c"
"RCGTH-NA","1","NA||46||1||128||719","","","RCGTH NA","46","a0h0q000004KkjsAAC","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North East|T&H US South East","0050q0000036HRvAAM","","","","T&H US North East","128","T&H US South East","719","","","","",""
"RCGTH-NA","1","NA||46||1||128||720","","","RCGTH NA","46","a0h0q000004KkjtAAC","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North East|T&H US North West","0050q0000036HRvAAM","","","","T&H US North East","128","T&H US North West","720","","","","",""
"RCGTH-NA","1","NA||46||1||128||721","","","RCGTH NA","46","a0h0q000004KkjuAAC","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North East|T&H US Central Restaurants","0050q0000036HRvAAM","","","","T&H US North East","128","T&H US Central Restaurants","721","","","","",""
"RCGTH-NA","1","NA||46||1||128||722","","","RCGTH NA","46","a0h0q000004KkjvAAC","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North East|T&H US North Central","0050q0000036HRvAAM","","","","T&H US North East","128","T&H US North Central","722","","","","",""
"RCGTH-NA","1","NA||46||1||128||723","","","RCGTH NA","46","a0h0q000004KkjwAAC","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North East|T&H US South Central","0050q0000036HRvAAM","","","","T&H US North East","128","T&H US South Central","723","","","","",""
"RCGTH-NA","1","NA||46||1||128||724","","","RCGTH NA","46","a0h0q000004KkjxAAC","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North East|T&H US South West","0050q0000036HRvAAM","","","","T&H US North East","128","T&H US South West","724","","","","",""
"RCGTH-NA","1","NA||46||1||435","","","RCGTH NA","46","a0h0q000004KkjyAAC","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Wal-Mart","0050q0000036HRvAAM","","","","RCG US Wal-Mart","435","","","","","","",""
"RCGTH-NA","1","NA||46||1||437","","","RCGTH NA","46","a0h0q000004KkjzAAC","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Western","0050q0000036HRvAAM","","","","RCG US Western","437","","","","","","",""
"RCGTH-NA","1","NA||46||1||599||1169","","","RCGTH NA","46","a0h0q000004Kkk0AAC","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|RCG US Central|Central 3","0050q0000036HRvAAM","","","","RCG US Central","599","Central 3","1169","","","","",""
"Technology-NA","21","NA||45||21||175","","","CMT NA","45","a0h0q000004Kkk1AAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|PNW","0050q0000036HRvAAM","","","","PNW","175","","","","","","",""
"Technology-NA","21","NA||45||21||176","","","CMT NA","45","a0h0q000004Kkk2AAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|EMW","0050q0000036HRvAAM","","","","EMW","176","","","","","","",""
"Technology-NA","21","NA||45||21||263","","","CMT NA","45","a0h0q000004Kkk3AAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|SA SBU!","0050q0000036HRvAAM","","","","SA SBU!","263","","","","","","",""
"Technology-NA","21","NA||45||21||291","","","CMT NA","45","a0h0q000004Kkk4AAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|HI TECH!","0050q0000036HRvAAM","","","","HI TECH!","291","","","","","","",""
"Technology-NA","21","NA||45||21||532","","","CMT NA","45","a0h0q000004Kkk5AAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Internet & Software","0050q0000036HRvAAM","","","","Internet & Software","532","","","","","","",""
"Technology-NA","21","NA||45||21||533","","","CMT NA","45","a0h0q000004Kkk6AAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Central","0050q0000036HRvAAM","","","","Central","533","","","","","","",""
"Technology-NA","21","NA||45||21||534","","","CMT NA","45","a0h0q000004Kkk7AAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Not Defined","0050q0000036HRvAAM","","","","Not Defined","534","","","","","","",""
"Technology-NA","21","NA||45||21||535","","","CMT NA","45","a0h0q000004Kkk8AAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Info Services","0050q0000036HRvAAM","","","","Info Services","535","","","","","","",""
"Technology-NA","21","NA||45||21||536","","","CMT NA","45","a0h0q000004Kkk9AAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Google","0050q0000036HRvAAM","","","","Google","536","","","","","","",""
"Technology-NA","21","NA||45||21||537","","","CMT NA","45","a0h0q000004KkkAAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Hi Tech","0050q0000036HRvAAM","","","","Hi Tech","537","","","","","","",""
"Technology-NA","21","NA||45||21||539","","","CMT NA","45","a0h0q000004KkkBAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Kbace","0050q0000036HRvAAM","","","","Kbace","539","","","","","","",""
"Technology-NA","21","NA||45||21||540","","","CMT NA","45","a0h0q000004KkkCAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|RE GROUP","0050q0000036HRvAAM","","","","RE GROUP","540","","","","","","",""
"Technology-NA","21","NA||45||21||598","","","CMT NA","45","a0h0q000004KkkDAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|FACEBOOK","0050q0000036HRvAAM","","","","FACEBOOK","598","","","","","","",""
"Technology-NA","21","NA||45||21||65","","","CMT NA","45","a0h0q000004KkkEAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|ISV!","0050q0000036HRvAAM","","","","ISV!","65","","","","","","",""
"Technology-NA","21","NA||45||21||67","","","CMT NA","45","a0h0q000004KkkFAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|OTHER TECH.","0050q0000036HRvAAM","","","","OTHER TECH.","67","","","","","","",""
"Technology-NA","21","NA||45||21||68","","","CMT NA","45","a0h0q000004KkkGAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|ONLINE SERVICES!","0050q0000036HRvAAM","","","","ONLINE SERVICES!","68","","","","","","",""
"CommsMedia-NA","3","NA||45||3||284","","","CMT NA","45","a0h0q000004KkkHAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SE Comtech","0050q0000036HRvAAM","","","","SE Comtech","284","","","","","","",""
"CommsMedia-NA","3","NA||45||3||285","","","CMT NA","45","a0h0q000004KkkIAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|AT&T","0050q0000036HRvAAM","","","","AT&T","285","","","","","","",""
"CommsMedia-NA","3","NA||45||3||286","","","CMT NA","45","a0h0q000004KkkJAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|ISV NA","0050q0000036HRvAAM","","","","ISV NA","286","","","","","","",""
"CommsMedia-NA","3","NA||45||3||287","","","CMT NA","45","a0h0q000004KkkKAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|West Comtech","0050q0000036HRvAAM","","","","West Comtech","287","","","","","","",""
"CommsMedia-NA","3","NA||45||3||288","","","CMT NA","45","a0h0q000004KkkLAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|NA Comms","0050q0000036HRvAAM","","","","NA Comms","288","","","","","","",""
"CommsMedia-NA","3","NA||45||3||361","","","CMT NA","45","a0h0q000004KkkMAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA","0050q0000036HRvAAM","","","","SIA","361","","","","","","",""
"CommsMedia-NA","3","NA||45||3||362","","","CMT NA","45","a0h0q000004KkkNAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Online NA","0050q0000036HRvAAM","","","","Online NA","362","","","","","","",""
"CommsMedia-NA","3","NA||45||3||366","","","CMT NA","45","a0h0q000004KkkOAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Hi-Tech NA","0050q0000036HRvAAM","","","","Hi-Tech NA","366","","","","","","",""
"CommsMedia-NA","3","NA||45||3||394","","","CMT NA","45","a0h0q000004KkkPAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Central Comtech","0050q0000036HRvAAM","","","","Central Comtech","394","","","","","","",""
"CommsMedia-NA","3","NA||45||3||395","","","CMT NA","45","a0h0q000004KkkQAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|NE Comtech","0050q0000036HRvAAM","","","","NE Comtech","395","","","","","","",""
"CommsMedia-NA","3","NA||45||3||396","","","CMT NA","45","a0h0q000004KkkRAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Comcast","0050q0000036HRvAAM","","","","SIA Comcast","396","","","","","","",""
"CommsMedia-NA","3","NA||45||3||397","","","CMT NA","45","a0h0q000004KkkSAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Apple NA","0050q0000036HRvAAM","","","","SIA Apple NA","397","","","","","","",""
"CommsMedia-NA","3","NA||45||3||404","","","CMT NA","45","a0h0q000004KkkTAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|BSS-T SBU","0050q0000036HRvAAM","","","","BSS-T SBU","404","","","","","","",""
"CommsMedia-NA","3","NA||45||3||448","","","CMT NA","45","a0h0q000004KkkUAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Kbace","0050q0000036HRvAAM","","","","Kbace","448","","","","","","",""
"CommsMedia-NA","3","NA||45||3||517","","","CMT NA","45","a0h0q000004KkkVAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|West","0050q0000036HRvAAM","","","","West","517","","","","","","",""
"CommsMedia-NA","3","NA||45||3||518","","","CMT NA","45","a0h0q000004KkkWAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Not Defined","0050q0000036HRvAAM","","","","Not Defined","518","","","","","","",""
"CommsMedia-NA","3","NA||45||3||519","","","CMT NA","45","a0h0q000004KkkXAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|North East","0050q0000036HRvAAM","","","","North East","519","","","","","","",""
"CommsMedia-NA","3","NA||45||3||520","","","CMT NA","45","a0h0q000004KkkYAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|South East","0050q0000036HRvAAM","","","","South East","520","","","","","","",""
"CommsMedia-NA","3","NA||45||3||521","","","CMT NA","45","a0h0q000004KkkZAAS","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Internet & Software","0050q0000036HRvAAM","","","","Internet & Software","521","","","","","","",""
"CommsMedia-NA","3","NA||45||3||522","","","CMT NA","45","a0h0q000004KkkaAAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Hi Tech","0050q0000036HRvAAM","","","","Hi Tech","522","","","","","","",""
"CommsMedia-NA","3","NA||45||3||523","","","CMT NA","45","a0h0q000004KkkbAAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Central","0050q0000036HRvAAM","","","","Central","523","","","","","","",""
"CommsMedia-NA","3","NA||45||3||524","","","CMT NA","45","a0h0q000004KkkcAAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Comcast","0050q0000036HRvAAM","","","","Comcast","524","","","","","","",""
"CommsMedia-NA","3","NA||45||3||525","","","CMT NA","45","a0h0q000004KkkdAAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Information Services","0050q0000036HRvAAM","","","","Information Services","525","","","","","","",""
"CommsMedia-NA","3","NA||45||3||538","","","CMT NA","45","a0h0q000004KkkeAAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Pearson","0050q0000036HRvAAM","","","","Pearson","538","","","","","","",""
"CommsMedia-NA","3","NA||45||3||555","","","CMT NA","45","a0h0q000004KkkfAAC","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|ADS","0050q0000036HRvAAM","","","","ADS","555","","","","","","",""
"BFS-NA","53","NA||43||53||117","","","FSI NA","43","a0h0q000004KkkgAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|OTHERS.","0050q0000036HRvAAM","","","","OTHERS.","117","","","","","","",""
"BFS-NA","53","NA||43||53||122","","","FSI NA","43","a0h0q000004KkkhAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|JPMC-NA & CANADA","0050q0000036HRvAAM","","","","JPMC-NA & CANADA","122","","","","","","",""
"BFS-NA","53","NA||43||53||123","","","FSI NA","43","a0h0q000004KkkiAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|REST OF US","0050q0000036HRvAAM","","","","REST OF US","123","","","","","","",""
"BFS-NA","53","NA||43||53||147","","","FSI NA","43","a0h0q000004KkkjAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|UBS - NA","0050q0000036HRvAAM","","","","UBS - NA","147","","","","","","",""
"BFS-NA","53","NA||43||53||153","","","FSI NA","43","a0h0q000004KkkkAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)","0050q0000036HRvAAM","","","","Americas East - (AMEAST)","153","","","","","","",""
"BFS-NA","53","NA||43||53||160","","","FSI NA","43","a0h0q000004KkklAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|LATIN AMERICA","0050q0000036HRvAAM","","","","LATIN AMERICA","160","","","","","","",""
"BFS-NA","53","NA||43||53||212","","","FSI NA","43","a0h0q000004KkkmAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|BNYM","0050q0000036HRvAAM","","","","BNYM","212","","","","","","",""
"BFS-NA","53","NA||43||53||223","","","FSI NA","43","a0h0q000004KkknAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|GOVT INITIATIVES–NA","0050q0000036HRvAAM","","","","GOVT INITIATIVES–NA","223","","","","","","",""
"BFS-NA","53","NA||43||53||232","","","FSI NA","43","a0h0q000004KkkoAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|PMC - NA","0050q0000036HRvAAM","","","","PMC - NA","232","","","","","","",""
"BFS-NA","53","NA||43||53||447","","","FSI NA","43","a0h0q000004KkkpAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Kbace","0050q0000036HRvAAM","","","","Kbace","447","","","","","","",""
"BFS-NA","53","NA||43||53||473","","","FSI NA","43","a0h0q000004KkkqAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 1","0050q0000036HRvAAM","","","","Portfolio 1","473","","","","","","",""
"BFS-NA","53","NA||43||53||474","","","FSI NA","43","a0h0q000004KkkrAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 2","0050q0000036HRvAAM","","","","Portfolio 2","474","","","","","","",""
"BFS-NA","53","NA||43||53||475","","","FSI NA","43","a0h0q000004KkksAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 3","0050q0000036HRvAAM","","","","Portfolio 3","475","","","","","","",""
"BFS-NA","53","NA||43||53||476","","","FSI NA","43","a0h0q000004KkktAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 4","0050q0000036HRvAAM","","","","Portfolio 4","476","","","","","","",""
"BFS-NA","53","NA||43||53||477","","","FSI NA","43","a0h0q000004KkkuAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 5","0050q0000036HRvAAM","","","","Portfolio 5","477","","","","","","",""
"BFS-NA","53","NA||43||53||478","","","FSI NA","43","a0h0q000004KkkvAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 6","0050q0000036HRvAAM","","","","Portfolio 6","478","","","","","","",""
"BFS-NA","53","NA||43||53||479","","","FSI NA","43","a0h0q000004KkkwAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 7","0050q0000036HRvAAM","","","","Portfolio 7","479","","","","","","",""
"BFS-NA","53","NA||43||53||480","","","FSI NA","43","a0h0q000004KkkxAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 8","0050q0000036HRvAAM","","","","Portfolio 8","480","","","","","","",""
"BFS-NA","53","NA||43||53||481","","","FSI NA","43","a0h0q000004KkkyAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 9","0050q0000036HRvAAM","","","","Portfolio 9","481","","","","","","",""
"BFS-NA","53","NA||43||53||482","","","FSI NA","43","a0h0q000004KkkzAAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 10","0050q0000036HRvAAM","","","","Portfolio 10","482","","","","","","",""
"BFS-NA","53","NA||43||53||483","","","FSI NA","43","a0h0q000004Kkl0AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 11","0050q0000036HRvAAM","","","","Portfolio 11","483","","","","","","",""
"BFS-NA","53","NA||43||53||484","","","FSI NA","43","a0h0q000004Kkl1AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 12","0050q0000036HRvAAM","","","","Portfolio 12","484","","","","","","",""
"BFS-NA","53","NA||43||53||485","","","FSI NA","43","a0h0q000004Kkl2AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Portfolio 13","0050q0000036HRvAAM","","","","Portfolio 13","485","","","","","","",""
"BFS-NA","53","NA||43||53||571","","","FSI NA","43","a0h0q000004Kkl3AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Canada","0050q0000036HRvAAM","","","","Canada","571","","","","","","",""
"BFS-NA","53","NA||43||53||572","","","FSI NA","43","a0h0q000004Kkl4AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Cards and Payments","0050q0000036HRvAAM","","","","Cards and Payments","572","","","","","","",""
"BFS-NA","53","NA||43||53||573","","","FSI NA","43","a0h0q000004Kkl5AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Regional Banks","0050q0000036HRvAAM","","","","Regional Banks","573","","","","","","",""
"BFS-NA","53","NA||43||53||574","","","FSI NA","43","a0h0q000004Kkl6AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Capital Markets - AWM","0050q0000036HRvAAM","","","","Capital Markets - AWM","574","","","","","","",""
"BFS-NA","53","NA||43||53||575","","","FSI NA","43","a0h0q000004Kkl7AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Govt and Prof services","0050q0000036HRvAAM","","","","Govt and Prof services","575","","","","","","",""
"BFS-NA","53","NA||43||53||576","","","FSI NA","43","a0h0q000004Kkl8AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Mortgages and Lending","0050q0000036HRvAAM","","","","Mortgages and Lending","576","","","","","","",""
"BFS-NA","53","NA||43||53||577","","","FSI NA","43","a0h0q000004Kkl9AAC","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|PSP","0050q0000036HRvAAM","","","","PSP","577","","","","","","",""
"BFS-NA","53","NA||43||53||578","","","FSI NA","43","a0h0q000004KklAAAS","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Wells Fargo-NA","0050q0000036HRvAAM","","","","Wells Fargo-NA","578","","","","","","",""
"BFS-NA","53","NA||43||53||579","","","FSI NA","43","a0h0q000004KklBAAS","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|CS NA","0050q0000036HRvAAM","","","","CS NA","579","","","","","","",""
"BFS-NA","53","NA||43||53||580","","","FSI NA","43","a0h0q000004KklCAAS","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|JPMC NA","0050q0000036HRvAAM","","","","JPMC NA","580","","","","","","",""
"BFS-NA","53","NA||43||53||581","","","FSI NA","43","a0h0q000004KklDAAS","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Misc Others","0050q0000036HRvAAM","","","","Misc Others","581","","","","","","",""
"BFS-NA","53","NA||43||53||582","","","FSI NA","43","a0h0q000004KklEAAS","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|AMEX NA","0050q0000036HRvAAM","","","","AMEX NA","582","","","","","","",""
"Life Sciences-NA","7","NA||44||7||105","","","HEALTH NA","44","a0h0q000004KklFAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|SBU6-GENERICS-SENTHIL","0050q0000036HRvAAM","","","","SBU6-GENERICS-SENTHIL","105","","","","","","",""
"Life Sciences-NA","7","NA||44||7||143","","","HEALTH NA","44","a0h0q000004KklGAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|NA-SBU2-MED_DEV-SRIRAMAN","0050q0000036HRvAAM","","","","NA-SBU2-MED_DEV-SRIRAMAN","143","","","","","","",""
"Life Sciences-NA","7","NA||44||7||152","","","HEALTH NA","44","a0h0q000004KklHAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|NA-SBU6-PHARMA-BARINDER","0050q0000036HRvAAM","","","","NA-SBU6-PHARMA-BARINDER","152","","","","","","",""
"Life Sciences-NA","7","NA||44||7||242","","","HEALTH NA","44","a0h0q000004KklIAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|NA-SBU7-REST_NA","0050q0000036HRvAAM","","","","NA-SBU7-REST_NA","242","","","","","","",""
"Life Sciences-NA","7","NA||44||7||243","","","HEALTH NA","44","a0h0q000004KklJAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|NA-SBU5-PHARMA-GAGAN","0050q0000036HRvAAM","","","","NA-SBU5-PHARMA-GAGAN","243","","","","","","",""
"Life Sciences-NA","7","NA||44||7||244","","","HEALTH NA","44","a0h0q000004KklKAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|SBU5-PHARMA-SENTHIL","0050q0000036HRvAAM","","","","SBU5-PHARMA-SENTHIL","244","","","","","","",""
"Life Sciences-NA","7","NA||44||7||245","","","HEALTH NA","44","a0h0q000004KklLAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|NA-SBU4-PHARMA-SRINI","0050q0000036HRvAAM","","","","NA-SBU4-PHARMA-SRINI","245","","","","","","",""
"Life Sciences-NA","7","NA||44||7||246","","","HEALTH NA","44","a0h0q000004KklMAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|NA-SBU3-PHARMA-ASHEESH","0050q0000036HRvAAM","","","","NA-SBU3-PHARMA-ASHEESH","246","","","","","","",""
"Life Sciences-NA","7","NA||44||7||247","","","HEALTH NA","44","a0h0q000004KklNAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|NA-SBU1-PHARMA-SRIRAMAN","0050q0000036HRvAAM","","","","NA-SBU1-PHARMA-SRIRAMAN","247","","","","","","",""
"Life Sciences-NA","7","NA||44||7||295","","","HEALTH NA","44","a0h0q000004KklOAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|NA-SBU8-PRATIK","0050q0000036HRvAAM","","","","NA-SBU8-PRATIK","295","","","","","","",""
"Life Sciences-NA","7","NA||44||7||453","","","HEALTH NA","44","a0h0q000004KklPAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|Lifescience-Kbace","0050q0000036HRvAAM","","","","Lifescience-Kbace","453","","","","","","",""
"Life Sciences-NA","7","NA||44||7||515","","","HEALTH NA","44","a0h0q000004KklQAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|Smart Trials SBU","0050q0000036HRvAAM","","","","Smart Trials SBU","515","","","","","","",""
"Life Sciences-NA","7","NA||44||7||516","","","HEALTH NA","44","a0h0q000004KklRAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|Transcelerate SBU","0050q0000036HRvAAM","","","","Transcelerate SBU","516","","","","","","",""
"Life Sciences-NA","7","NA||44||7||545","","","HEALTH NA","44","a0h0q000004KklSAAS","NORTH AMERICA","NA","NORTH AMERICA|HEALTH NA|Life Sciences-NA|Products and Platforms","0050q0000036HRvAAM","","","","Products and Platforms","545","","","","","","",""
"MLEU-NA","97","NA||51||97||173","","","MLEU NA","51","a0h0q000004KklTAAS","NORTH AMERICA","NA","NORTH AMERICA|MLEU NA|MLEU-NA|ERT","0050q0000036HRvAAM","","","","ERT","173","","","","","","",""
"Argentina","167","GGM||41||167||512","","","LATAM","41","a0h0q000004KklUAAS","GGM","GGM","GGM|LATAM|Argentina|ARGENTINA","0050q0000036HRvAAM","","","","ARGENTINA","512","","","","","","",""
"Mexico","169","GGM||41||169||513","","","LATAM","41","a0h0q000004KklVAAS","GGM","GGM","GGM|LATAM|Mexico|MEXICO","0050q0000036HRvAAM","","","","MEXICO","513","","","","","","",""
"Brazil","173","GGM||41||173||511","","","LATAM","41","a0h0q000004KklWAAS","GGM","GGM","GGM|LATAM|Brazil|BRAZIL","0050q0000036HRvAAM","","","","BRAZIL","511","","","","","","",""
"Netcentric","179","GGM||3||179||569","","","CONTINENTAL EUROPE","3","a0h0q000004KklXAAS","GGM","GGM","GGM|CONTINENTAL EUROPE|Netcentric|Netcentric","0050q0000036HRvAAM","","","","Netcentric","569","","","","","","",""
"Zone","181","GGM||10||181||570","","","UK","10","a0h0q000004KklYAAS","GGM","GGM","GGM|UK|Zone|Zone","0050q0000036HRvAAM","","","","Zone","570","","","","","","",""
"ANZ","65","GGM||5||65||161","","","APAC","5","a0h0q000004KklZAAS","GGM","GGM","GGM|APAC|ANZ|NEW ZEALAND","0050q0000036HRvAAM","","","","NEW ZEALAND","161","","","","","","",""
"ANZ","65","GGM||5||65||230","","","APAC","5","a0h0q000004KklaAAC","GGM","GGM","GGM|APAC|ANZ|PMC - APAC","0050q0000036HRvAAM","","","","PMC - APAC","230","","","","","","",""
"ANZ","65","GGM||5||65||277","","","APAC","5","a0h0q000004KklbAAC","GGM","GGM","GGM|APAC|ANZ|PIPC.","0050q0000036HRvAAM","","","","PIPC.","277","","","","","","",""
"ANZ","65","GGM||5||65||383","","","APAC","5","a0h0q000004KklcAAC","GGM","GGM","GGM|APAC|ANZ|CDW ANZ","0050q0000036HRvAAM","","","","CDW ANZ","383","","","","","","",""
