BU_DESC__c,BU_ID__c,Code_Indexing__c,COUNTRY_ID__c,COUNTRY__c,GM_DESC__c,GM_ID__c,MARKET_DESC__c,MARKET_ID__c,Name,Product_Id__c,Product_Name__c,RHMS_Vertical_Id__c,SBU1_DESC__c,SBU1_ID__c,SBU2_DESC__c,SBU2_ID__c,STATE_ID__c,SUBVERTICAL_DESC__c,SUBVERTICAL_ID__c,VERTICAL_DESC__c,VERTICAL_ID__c
France,123,3||123||349||1076,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBC France|CBC France OTHERS,,,,CBC France,349,CBC France OTHERS,1076,,,,,
France,123,3||123||349||1160,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBC France|CBC Digital Operations,,,,CBC France,349,CBC Digital Operations,1160,,,,,
France,123,3||123||349||523,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBC France|Equinox,,,,CBC France,349,Equinox,523,,,,,
France,123,3||123||349||693,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBC France|RCG Europe,,,,CBC France,349,RCG Europe,693,,,,,
France,123,3||123||416||1064,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBA|CBC France CMK,,,,CBA,416,CBC France CMK,1064,,,,,
France,123,3||123||416||1065,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBA|CBC France FRM,,,,CBA,416,CBC France FRM,1065,,,,,
France,123,3||123||416||1066,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBA|CBC France Retail Banking,,,,CBA,416,CBC France Retail Banking,1066,,,,,
France,123,3||123||416||1067,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBA|CBA France INS,,,,CBA,416,CBA France INS,1067,,,,,
France,123,3||123||416||1068,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBA|CBC France Others,,,,CBA,416,CBC France Others,1068,,,,,
France,123,3||123||416||1161,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBA|CBC Digital Operations,,,,CBA,416,CBC Digital Operations,1161,,,,,
France,123,3||123||416||765,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|CBA|BFSI,,,,CBA,416,BFSI,765,,,,,
France,123,3||123||554||1081,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|France|KIS|P&R,,,,KIS,554,P&R,1081,,,,,
Nordics,125,3||125||307||445,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|NORWAY|NORWAY,,,,NORWAY,307,NORWAY,445,,,,,
Nordics,125,3||125||307||700,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|NORWAY|RCG Europe,,,,NORWAY,307,RCG Europe,700,,,,,
Nordics,125,3||125||307||726,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|NORWAY|Storebrand,,,,NORWAY,307,Storebrand,726,,,,,
Nordics,125,3||125||308||446,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|SWEDEN|SWEDEN,,,,SWEDEN,308,SWEDEN,446,,,,,
Nordics,125,3||125||308||699,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|SWEDEN|RCG Europe,,,,SWEDEN,308,RCG Europe,699,,,,,
Nordics,125,3||125||309||447,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|FINLAND|FINLAND,,,,FINLAND,309,FINLAND,447,,,,,
Nordics,125,3||125||309||698,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|FINLAND|RCG Europe,,,,FINLAND,309,RCG Europe,698,,,,,
Nordics,125,3||125||310||448,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|DENMARK|DENMARK,,,,DENMARK,310,DENMARK,448,,,,,
Nordics,125,3||125||310||697,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|DENMARK|RCG Europe,,,,DENMARK,310,RCG Europe,697,,,,,
Nordics,125,3||125||459||923,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Nordics|Frontica|Frontica,,,,Frontica,459,Frontica,923,,,,,
South Europe,127,3||127||311||449,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|SPAIN|SPAIN,,,,SPAIN,311,SPAIN,449,,,,,
South Europe,127,3||127||311||701,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|SPAIN|RCG Europe,,,,SPAIN,311,RCG Europe,701,,,,,
South Europe,127,3||127||311||708,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|SPAIN|LS,,,,SPAIN,311,LS,708,,,,,
South Europe,127,3||127||311||709,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|SPAIN|BFSI,,,,SPAIN,311,BFSI,709,,,,,
South Europe,127,3||127||311||710,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|SPAIN|P&R,,,,SPAIN,311,P&R,710,,,,,
South Europe,127,3||127||311||711,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|SPAIN|CIMET,,,,SPAIN,311,CIMET,711,,,,,
South Europe,127,3||127||312||450,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|ITALY|ITALY,,,,ITALY,312,ITALY,450,,,,,
South Europe,127,3||127||312||712,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|ITALY|LS,,,,ITALY,312,LS,712,,,,,
South Europe,127,3||127||312||713,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|ITALY|BFSI,,,,ITALY,312,BFSI,713,,,,,
South Europe,127,3||127||312||918,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|ITALY|P&R,,,,ITALY,312,P&R,918,,,,,
South Europe,127,3||127||313||451,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|PORTUGAL|PORTUGAL,,,,PORTUGAL,313,PORTUGAL,451,,,,,
South Europe,127,3||127||313||714,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|South Europe|PORTUGAL|LS,,,,PORTUGAL,313,LS,714,,,,,
Africa,134,3||134||345||518,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Africa|SOUTH AFRICA|SOUTH AFRICA,,,,SOUTH AFRICA,345,SOUTH AFRICA,518,,,,,
Africa,134,3||134||345||669,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Africa|SOUTH AFRICA|Google Global,,,,SOUTH AFRICA,345,Google Global,669,,,,,
Africa,134,3||134||346||519,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Africa|KENYA|KENYA,,,,KENYA,346,KENYA,519,,,,,
Africa,134,3||134||347||520,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Africa|NIGERIA|NIGERIA,,,,NIGERIA,347,NIGERIA,520,,,,,
Africa,134,3||134||347||672,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Africa|NIGERIA|Google Global,,,,NIGERIA,347,Google Global,672,,,,,
Continental Europe,57,3||57||113||213,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|BELGIUM|BELGIUM 1,,,,BELGIUM,113,BELGIUM 1,213,,,,,
Continental Europe,57,3||57||113||214,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|BELGIUM|AXA BELGIUM,,,,BELGIUM,113,AXA BELGIUM,214,,,,,
Continental Europe,57,3||57||146||227,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|UBS - CE|UBS - CE - CE,,,,UBS - CE,146,UBS - CE - CE,227,,,,,
Continental Europe,57,3||57||50||218,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|GERMANY|TSYS GERMANY,,,,GERMANY,50,TSYS GERMANY,218,,,,,
Continental Europe,57,3||57||50||367,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|GERMANY|GERMANY BFSI,,,,GERMANY,50,GERMANY BFSI,367,,,,,
Continental Europe,57,3||57||50||368,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|GERMANY|GERMANY LS,,,,GERMANY,50,GERMANY LS,368,,,,,
Continental Europe,57,3||57||50||369,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|GERMANY|GERMANY RHMLEUCG,,,,GERMANY,50,GERMANY RHMLEUCG,369,,,,,
Continental Europe,57,3||57||50||370,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|GERMANY|GERMANY CIMET,,,,GERMANY,50,GERMANY CIMET,370,,,,,
Continental Europe,57,3||57||51||215,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|FRANCE|FRANCE 1,,,,FRANCE,51,FRANCE 1,215,,,,,
Continental Europe,57,3||57||51||216,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|FRANCE|AXA FRANCE,,,,FRANCE,51,AXA FRANCE,216,,,,,
Continental Europe,57,3||57||51||242,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|FRANCE|GALILEO,,,,FRANCE,51,GALILEO,242,,,,,
Continental Europe,57,3||57||52||219,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|HOLLAND|HOLLAND1,,,,HOLLAND,52,HOLLAND1,219,,,,,
Continental Europe,57,3||57||53||221,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|SWITZERLAND|SWITZERLAND 1,,,,SWITZERLAND,53,SWITZERLAND 1,221,,,,,
Continental Europe,57,3||57||53||222,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|SWITZERLAND|AXA SWISS,,,,SWITZERLAND,53,AXA SWISS,222,,,,,
Continental Europe,57,3||57||53||223,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|SWITZERLAND|CS SWISS,,,,SWITZERLAND,53,CS SWISS,223,,,,,
Continental Europe,57,3||57||76||301,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|NORDICS|SWEDEN,,,,NORDICS,76,SWEDEN,301,,,,,
Continental Europe,57,3||57||76||302,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|NORDICS|NORWAY,,,,NORDICS,76,NORWAY,302,,,,,
Continental Europe,57,3||57||76||303,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|NORDICS|FINLAND,,,,NORDICS,76,FINLAND,303,,,,,
Continental Europe,57,3||57||76||304,,,CONTINENTAL EUROPE,3,,,CONTINENTAL EUROPE|Continental Europe|NORDICS|DENMARK,,,,NORDICS,76,DENMARK,304,,,,,
Insurance-NA,11,40||11||101||706,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBU011|Canada,,,,SBU011,101,Canada,706,,,,,
Insurance-NA,11,40||11||102||236,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|EAST SBU|AXA - US,,,,EAST SBU,102,AXA - US,236,,,,,
Insurance-NA,11,40||11||250||382,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|ING NA|ING BPS,,,,ING NA,250,ING BPS,382,,,,,
Insurance-NA,11,40||11||253||717,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBU004|Helio,,,,SBU004,253,Helio,717,,,,,
Insurance-NA,11,40||11||321||673,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBU009|North America,,,,SBU009,321,North America,673,,,,,
Insurance-NA,11,40||11||326||674,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBU005|North America,,,,SBU005,326,North America,674,,,,,
Insurance-NA,11,40||11||461||930,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUA|SBUA01,,,,SBUA,461,SBUA01,930,,,,,
Insurance-NA,11,40||11||461||931,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUA|SBUA02,,,,SBUA,461,SBUA02,931,,,,,
Insurance-NA,11,40||11||461||932,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUA|SBUA03,,,,SBUA,461,SBUA03,932,,,,,
Insurance-NA,11,40||11||461||933,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUA|SBUA04,,,,SBUA,461,SBUA04,933,,,,,
Insurance-NA,11,40||11||461||934,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUA|SBUA05,,,,SBUA,461,SBUA05,934,,,,,
Insurance-NA,11,40||11||461||935,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUA|SBUA06,,,,SBUA,461,SBUA06,935,,,,,
Insurance-NA,11,40||11||461||936,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUA|SBUA07,,,,SBUA,461,SBUA07,936,,,,,
Insurance-NA,11,40||11||461||937,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUA|SBUA08,,,,SBUA,461,SBUA08,937,,,,,
Insurance-NA,11,40||11||461||938,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUA|SBUA09,,,,SBUA,461,SBUA09,938,,,,,
Insurance-NA,11,40||11||462||1078,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUB|SBUB07,,,,SBUB,462,SBUB07,1078,,,,,
Insurance-NA,11,40||11||462||939,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUB|SBUB01,,,,SBUB,462,SBUB01,939,,,,,
Insurance-NA,11,40||11||462||940,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUB|SBUB02,,,,SBUB,462,SBUB02,940,,,,,
Insurance-NA,11,40||11||462||941,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUB|SBUB03,,,,SBUB,462,SBUB03,941,,,,,
Insurance-NA,11,40||11||462||942,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUB|SBUB04,,,,SBUB,462,SBUB04,942,,,,,
Insurance-NA,11,40||11||462||943,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUB|SBUB05,,,,SBUB,462,SBUB05,943,,,,,
Insurance-NA,11,40||11||462||944,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUB|SBUB06,,,,SBUB,462,SBUB06,944,,,,,
Insurance-NA,11,40||11||463||945,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUC|SBUC01,,,,SBUC,463,SBUC01,945,,,,,
Insurance-NA,11,40||11||463||946,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUC|SBUC02,,,,SBUC,463,SBUC02,946,,,,,
Insurance-NA,11,40||11||463||947,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUC|SBUC03,,,,SBUC,463,SBUC03,947,,,,,
Insurance-NA,11,40||11||463||948,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUC|SBUC04,,,,SBUC,463,SBUC04,948,,,,,
Insurance-NA,11,40||11||463||949,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUC|SBUC05,,,,SBUC,463,SBUC05,949,,,,,
Insurance-NA,11,40||11||463||950,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUC|SBUC06,,,,SBUC,463,SBUC06,950,,,,,
Insurance-NA,11,40||11||463||951,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUC|SBUC07,,,,SBUC,463,SBUC07,951,,,,,
Insurance-NA,11,40||11||463||952,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUC|SBUC08,,,,SBUC,463,SBUC08,952,,,,,
Insurance-NA,11,40||11||463||953,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUC|SBUC09,,,,SBUC,463,SBUC09,953,,,,,
Insurance-NA,11,40||11||464||954,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUZ|SBUZ01,,,,SBUZ,464,SBUZ01,954,,,,,
Insurance-NA,11,40||11||464||955,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUZ|SBUZ02,,,,SBUZ,464,SBUZ02,955,,,,,
Insurance-NA,11,40||11||464||956,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUZ|SBUZ03,,,,SBUZ,464,SBUZ03,956,,,,,
Insurance-NA,11,40||11||464||957,,,NORTH AMERICA,40,,,NORTH AMERICA|Insurance-NA|SBUZ|SBUZ04,,,,SBUZ,464,SBUZ04,957,,,,,
Healthcare-XBS,113,40||113||261||458,,,NORTH AMERICA,40,,,NORTH AMERICA|Healthcare-XBS|XEROX-HEALTHCARE|Xerox ï¿½ ACS,,,,XEROX-HEALTHCARE,261,Xerox – ACS,458,,,,,
LS NA-CADIENT,138,40||138||377||1105,,,NORTH AMERICA,40,,,NORTH AMERICA|LS NA-CADIENT|CD-SBU2-MED_DEV-SRIRAMAN|SBU - Charles,,,,CD-SBU2-MED_DEV-SRIRAMAN,377,SBU - Charles,1105,,,,,
LS NA-CADIENT,138,40||138||378||1106,,,NORTH AMERICA,40,,,NORTH AMERICA|LS NA-CADIENT|CD-SBU3-PHARMA-ASHEESH|SBU - Charles,,,,CD-SBU3-PHARMA-ASHEESH,378,SBU - Charles,1106,,,,,
LS NA-CADIENT,138,40||138||378||644,,,NORTH AMERICA,40,,,NORTH AMERICA|LS NA-CADIENT|CD-SBU3-PHARMA-ASHEESH|Cadient-Gold,,,,CD-SBU3-PHARMA-ASHEESH,378,Cadient-Gold,644,,,,,
LS NA-CADIENT,138,40||138||378||645,,,NORTH AMERICA,40,,,NORTH AMERICA|LS NA-CADIENT|CD-SBU3-PHARMA-ASHEESH|Cadient-Green,,,,CD-SBU3-PHARMA-ASHEESH,378,Cadient-Green,645,,,,,
LS NA-CADIENT,138,40||138||378||646,,,NORTH AMERICA,40,,,NORTH AMERICA|LS NA-CADIENT|CD-SBU3-PHARMA-ASHEESH|Cadient-Blue,,,,CD-SBU3-PHARMA-ASHEESH,378,Cadient-Blue,646,,,,,
Trizetto,140,40||140||376||582,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|Trizetto Solutions|Trizetto Solutions,,,,Trizetto Solutions,376,Trizetto Solutions,582,,,,,
Trizetto,140,40||140||376||922,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|Trizetto Solutions|Kbace,,,,Trizetto Solutions,376,Kbace,922,,,,,
Trizetto,140,40||140||386||599,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - BLUES & SMB MARKETS|SOUTHWEST ACCOUNTS,,,,HPG - BLUES & SMB MARKETS,386,SOUTHWEST ACCOUNTS,599,,,,,
Trizetto,140,40||140||386||600,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - BLUES & SMB MARKETS|MID ATLANTIC,,,,HPG - BLUES & SMB MARKETS,386,MID ATLANTIC,600,,,,,
Trizetto,140,40||140||386||601,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - BLUES & SMB MARKETS|CIGNA-,,,,HPG - BLUES & SMB MARKETS,386,CIGNA-,601,,,,,
Trizetto,140,40||140||386||602,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - BLUES & SMB MARKETS|NEW ENGLAND,,,,HPG - BLUES & SMB MARKETS,386,NEW ENGLAND,602,,,,,
Trizetto,140,40||140||386||603,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - BLUES & SMB MARKETS|PHILADELPHIA Region,,,,HPG - BLUES & SMB MARKETS,386,PHILADELPHIA Region,603,,,,,
Trizetto,140,40||140||386||604,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - BLUES & SMB MARKETS|NORTHWEST ACCOUNTS,,,,HPG - BLUES & SMB MARKETS,386,NORTHWEST ACCOUNTS,604,,,,,
Trizetto,140,40||140||387||605,,,NORTH AMERICA,40,,,"NORTH AMERICA|Trizetto|HPG - Blues, International & PBM|ANTHEM INC",,,,"HPG - Blues, International & PBM",387,ANTHEM INC,605,,,,,
Trizetto,140,40||140||387||606,,,NORTH AMERICA,40,,,"NORTH AMERICA|Trizetto|HPG - Blues, International & PBM|EAST COAST",,,,"HPG - Blues, International & PBM",387,EAST COAST,606,,,,,
Trizetto,140,40||140||387||648,,,NORTH AMERICA,40,,,"NORTH AMERICA|Trizetto|HPG - Blues, International & PBM|East",,,,"HPG - Blues, International & PBM",387,East,648,,,,,
Trizetto,140,40||140||387||649,,,NORTH AMERICA,40,,,"NORTH AMERICA|Trizetto|HPG - Blues, International & PBM|MID ATLANTIC",,,,"HPG - Blues, International & PBM",387,MID ATLANTIC,649,,,,,
Trizetto,140,40||140||387||650,,,NORTH AMERICA,40,,,"NORTH AMERICA|Trizetto|HPG - Blues, International & PBM|PBM",,,,"HPG - Blues, International & PBM",387,PBM,650,,,,,
Trizetto,140,40||140||387||651,,,NORTH AMERICA,40,,,"NORTH AMERICA|Trizetto|HPG - Blues, International & PBM|South",,,,"HPG - Blues, International & PBM",387,South,651,,,,,
Trizetto,140,40||140||388||607,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - Care Delivery|MIDWEST,,,,HPG - Care Delivery,388,MIDWEST,607,,,,,
Trizetto,140,40||140||388||608,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - Care Delivery|SouthEast,,,,HPG - Care Delivery,388,SouthEast,608,,,,,
Trizetto,140,40||140||388||675,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - Care Delivery|SOUTHWEST,,,,HPG - Care Delivery,388,SOUTHWEST,675,,,,,
Trizetto,140,40||140||388||676,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - Care Delivery|HUMANA,,,,HPG - Care Delivery,388,HUMANA,676,,,,,
Trizetto,140,40||140||388||677,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - Care Delivery|South East,,,,HPG - Care Delivery,388,South East,677,,,,,
Trizetto,140,40||140||389||609,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - UHG|UHG,,,,HPG - UHG,389,UHG,609,,,,,
Trizetto,140,40||140||400||647,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - Blues and Health Management|Blues ï¿½ Anthem,,,,HPG - Blues and Health Management,400,Blues – Anthem,647,,,,,
Trizetto,140,40||140||400||716,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG - Blues and Health Management|Health Management,,,,HPG - Blues and Health Management,400,Health Management,716,,,,,
Trizetto,140,40||140||406||735,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-North East CBU|NEW ENGLAND,,,,HPG-North East CBU,406,NEW ENGLAND,735,,,,,
Trizetto,140,40||140||406||741,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-North East CBU|Mid Atlantic,,,,HPG-North East CBU,406,Mid Atlantic,741,,,,,
Trizetto,140,40||140||406||745,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-North East CBU|PHILADELPHIA Region,,,,HPG-North East CBU,406,PHILADELPHIA Region,745,,,,,
Trizetto,140,40||140||407||739,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-East CBU|East,,,,HPG-East CBU,407,East,739,,,,,
Trizetto,140,40||140||407||740,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-East CBU|Mid Atlantic,,,,HPG-East CBU,407,Mid Atlantic,740,,,,,
Trizetto,140,40||140||407||752,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-East CBU|PBM,,,,HPG-East CBU,407,PBM,752,,,,,
Trizetto,140,40||140||408||736,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG -Cigna CBU|Blues - Anthem,,,,HPG -Cigna CBU,408,Blues - Anthem,736,,,,,
Trizetto,140,40||140||408||738,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG -Cigna CBU|CIGNA,,,,HPG -Cigna CBU,408,CIGNA,738,,,,,
Trizetto,140,40||140||409||737,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-Midwest CBU|CENTRAL MIDWEST,,,,HPG-Midwest CBU,409,CENTRAL MIDWEST,737,,,,,
Trizetto,140,40||140||409||742,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-Midwest CBU|Midwest,,,,HPG-Midwest CBU,409,Midwest,742,,,,,
Trizetto,140,40||140||409||743,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-Midwest CBU|NORTH MIDWEST,,,,HPG-Midwest CBU,409,NORTH MIDWEST,743,,,,,
Trizetto,140,40||140||409||746,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-Midwest CBU|SOUTH EAST,,,,HPG-Midwest CBU,409,SOUTH EAST,746,,,,,
Trizetto,140,40||140||409||747,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-Midwest CBU|SOUTHWEST&OHIO,,,,HPG-Midwest CBU,409,SOUTHWEST&OHIO,747,,,,,
Trizetto,140,40||140||410||749,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-West CBU|West CBU,,,,HPG-West CBU,410,West CBU,749,,,,,
Trizetto,140,40||140||410||763,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-West CBU|Anthem,,,,HPG-West CBU,410,Anthem,763,,,,,
Trizetto,140,40||140||411||744,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-UHG Kaiser CBU|NORTHWEST ACCOUNTS,,,,HPG-UHG Kaiser CBU,411,NORTHWEST ACCOUNTS,744,,,,,
Trizetto,140,40||140||411||748,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HPG-UHG Kaiser CBU|UHG,,,,HPG-UHG Kaiser CBU,411,UHG,748,,,,,
Trizetto,140,40||140||547||1077,,,NORTH AMERICA,40,,,NORTH AMERICA|Trizetto|HEALTHCARE ï¿½ TPS|Healthcare Provider ï¿½TPS,,,,HEALTHCARE – TPS,547,Healthcare Provider –TPS,1077,,,,,
Healthcare-NA,15,40||15||110||328,,,NORTH AMERICA,40,,,NORTH AMERICA|Healthcare-NA|PBM & INTERMEDIARIE|South,,,,PBM & INTERMEDIARIE,110,South,328,,,,,
Healthcare-NA,15,40||15||110||329,,,NORTH AMERICA,40,,,NORTH AMERICA|Healthcare-NA|PBM & INTERMEDIARIE|EAST COAST,,,,PBM & INTERMEDIARIE,110,EAST COAST,329,,,,,
Healthcare-NA,15,40||15||110||330,,,NORTH AMERICA,40,,,NORTH AMERICA|Healthcare-NA|PBM & INTERMEDIARIE|UHG,,,,PBM & INTERMEDIARIE,110,UHG,330,,,,,
Healthcare-NA,15,40||15||110||331,,,NORTH AMERICA,40,,,NORTH AMERICA|Healthcare-NA|PBM & INTERMEDIARIE|MIDWEST,,,,PBM & INTERMEDIARIE,110,MIDWEST,331,,,,,
